CreatedOn,Location,InquiryDate,InquirySource,ProspectStatus,ProspectDate,ApplicationStatus,ApplicationStartedDate,ApplicationCompletedDate,ApplicationSubmittedDate,ApplicationMovedtoERPDate,AdmitDate,EnrolledDate,AcademicLevelofInterest,academicProgramofInterest,AnticipatedEntryTerm,MarketingCampaign,MarketingMedium,MarketingSource
12/2/2016,Kansas City Metro,12/2/2016,"Web, Inquiry",Inquiry,12/2/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(referral),referral,webster.edu
12/3/2016,"Geneva, Switzerland",12/3/2016,"Web, Inquiry",Inquiry,12/3/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",,,
12/4/2016,Online,12/4/2016,"Web, Inquiry",Inquiry,12/4/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,google
12/5/2016,Online,12/5/2016,"Web, Inquiry",Inquiry,12/5/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(direct),(none),(direct)
12/6/2016,Online,12/6/2016,"Web, Inquiry",Inquiry,12/6/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(direct),(none),(direct)
12/6/2016,Joint Base Anacostia-Bolling/Bolling AFB,12/6/2016,"Web, Inquiry",Inquiry,12/6/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
12/6/2016,Online,12/6/2016,"Web, Inquiry",Inquiry,12/6/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,bing
12/7/2016,Online,12/7/2016,"Web, Inquiry",Inquiry,12/7/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
12/7/2016,Jacksonville Metro,12/7/2016,"Web, Inquiry",Inquiry,12/7/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(direct),(none),(direct)
12/8/2016,Online,12/8/2016,"Web, Inquiry",Inquiry,12/8/2016,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
12/8/2016,Tinker AFB,12/8/2016,"Web, Inquiry",Inquiry,12/8/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,bing
12/9/2016,Online,12/9/2016,"Web, Inquiry",Inquiry,12/9/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,bing
12/9/2016,Online,12/9/2016,"Web, Inquiry",Inquiry,12/9/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,bing
12/9/2016,Online,12/9/2016,"Web, Inquiry",Inquiry,12/9/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,google
12/10/2016,Online,12/10/2016,"Web, Inquiry",Inquiry,12/10/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
12/12/2016,Greenville Metro,12/12/2016,"Web, Inquiry",Inquiry,12/12/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2018",(organic),organic,bing
12/12/2016,Online,12/12/2016,"Web, Inquiry",Inquiry,12/12/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,google
12/13/2016,Fort Bragg,12/13/2016,"Web, Inquiry",Inquiry,12/13/2016,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(direct),(none),(direct)
12/13/2016,Online,12/13/2016,"Web, Inquiry",Inquiry,12/13/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2018",(organic),organic,google
12/13/2016,Fort Jackson,12/13/2016,"Web, Inquiry",Inquiry,12/13/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(referral),referral,webster.edu
12/14/2016,Online,12/14/2016,"Web, Inquiry",Inquiry,12/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2018",,,
12/14/2016,Gateway - Downtown St. Louis,12/14/2016,"Web, Inquiry",Inquiry,12/14/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
12/14/2016,Online,12/14/2016,"Web, Inquiry",Inquiry,12/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
12/14/2016,Fort Gordon,12/14/2016,"Web, Inquiry",Inquiry,12/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,bing
12/15/2016,Peterson AFB,12/15/2016,"Web, Inquiry",Inquiry,12/15/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
12/17/2016,Online,12/17/2016,"Web, Inquiry",Inquiry,12/17/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,bing
12/19/2016,Colorado Springs Metro,12/19/2016,"Web, Create Account",Inquiry,12/19/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(direct),(none),(direct)
12/20/2016,St. Louis Home Campus,12/20/2016,"Web, Inquiry",Inquiry,12/20/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(referral),referral,webster.edu
12/20/2016,Jacksonville Naval Air Station,12/20/2016,"Web, Inquiry",Inquiry,12/20/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
12/22/2016,Online,12/22/2016,"Web, Inquiry",Inquiry,12/22/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,bing
12/22/2016,Online,12/22/2016,"Web, Inquiry",Inquiry,12/22/2016,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
12/26/2016,Patrick AFB,12/26/2016,"Web, Inquiry",Inquiry,12/26/2016,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",,,
12/26/2016,Online,12/26/2016,"Web, Inquiry",Inquiry,12/26/2016,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",,,
12/27/2016,"Geneva, Switzerland",12/27/2016,"Web, Inquiry",Inquiry,12/27/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,google
12/28/2016,Online,12/28/2016,"Web, Create Account",Inquiry,12/28/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
12/30/2016,Joint Base San Antonio/Randolph AFB,12/30/2016,"Web, Inquiry",Inquiry,12/30/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
12/31/2016,Fort Bliss,12/31/2016,"Web, Inquiry",Inquiry,12/31/2016,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,yahoo
1/1/2017,Online,1/1/2017,"Web, Inquiry",Inquiry,1/1/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,google
1/2/2017,Online,1/2/2017,"Web, Inquiry",Inquiry,1/2/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
1/3/2017,"Geneva, Switzerland",1/3/2017,"Web, Inquiry",Inquiry,1/3/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(referral),referral,webster.ch
1/4/2017,Online,1/4/2017,"Web, Inquiry",Inquiry,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,bing
1/4/2017,Online,1/4/2017,"Web, Inquiry",Inquiry,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",,,
1/4/2017,Online,1/4/2017,"Web, Inquiry",Inquiry,1/4/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,google
1/7/2017,St. Louis Home Campus,1/7/2017,"Web, Inquiry",Inquiry,1/7/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,google
1/8/2017,Myrtle Beach Metro,1/8/2017,"Web, Inquiry",Inquiry,1/8/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,google
1/9/2017,"Geneva, Switzerland",1/9/2017,"Web, Inquiry",Inquiry,1/9/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",,,
1/9/2017,Online,1/9/2017,"Web, Inquiry",Inquiry,1/9/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(direct),(none),(direct)
1/9/2017,Online,1/9/2017,"Web, Inquiry",Inquiry,1/9/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
1/9/2017,Online,1/9/2017,"Web, Inquiry",Inquiry,1/9/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/9/2017,Online,1/9/2017,"Web, Inquiry",Inquiry,1/9/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
1/10/2017,Scott AFB,1/10/2017,"Web, Inquiry",Inquiry,1/10/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(direct),(none),(direct)
1/10/2017,Online,1/10/2017,"Web, Inquiry",Inquiry,1/10/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
1/11/2017,Online,1/11/2017,"Web, Inquiry",Inquiry,1/11/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(referral),referral,com.google.android.googlequicksearchbox
1/11/2017,Irvine Metro,1/11/2017,"Web, Create Account",Inquiry,1/11/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,bing
1/11/2017,Fort Gordon,1/11/2017,"Web, Inquiry",Inquiry,1/11/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
1/12/2017,Hunter Army Airfield,1/12/2017,"Web, Create Account",Inquiry,1/12/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(direct),(none),(direct)
1/13/2017,Online,1/13/2017,"Web, Inquiry",Inquiry,1/13/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2018",(organic),organic,google
1/14/2017,Fort Jackson,1/14/2017,"Web, Inquiry",Inquiry,1/14/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2018",(organic),organic,yahoo
1/16/2017,Online,1/16/2017,"Web, Inquiry",Inquiry,1/16/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,google
1/18/2017,Orlando Metro,1/18/2017,"Web, Inquiry",Inquiry,1/18/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,google
1/18/2017,Irvine Metro,1/18/2017,"Web, Inquiry",Inquiry,1/18/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(referral),referral,webster.edu
1/20/2017,Little Rock Metro,1/20/2017,"Web, Inquiry",Inquiry,1/20/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
1/20/2017,Online,1/20/2017,"Web, Inquiry",Inquiry,1/20/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
1/21/2017,Online,1/21/2017,"Web, Inquiry",Inquiry,1/21/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,google
1/21/2017,Online,1/21/2017,"Web, Inquiry",Inquiry,1/21/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
1/22/2017,Online,1/22/2017,"Web, Inquiry",Inquiry,1/22/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(organic),organic,google
1/23/2017,Online,1/23/2017,"Web, Inquiry",Inquiry,1/23/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(referral),referral,webster.edu
1/25/2017,Online,1/25/2017,"Web, Inquiry",Inquiry,1/25/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,google
1/25/2017,BJC Learning Center,1/25/2017,"Web, Inquiry",Inquiry,1/25/2017,,,,,,,,Graduate,Management and Leadership,"Fall II, 2017",(referral),referral,webster.edu
1/12/2017,BJC Learning Center,1/25/2017,"Web, Inquiry",Inquiry,1/25/2017,,,,,,,,Graduate,Management and Leadership,"Fall II, 2017",(organic),organic,google
1/28/2017,Online,1/28/2017,"Web, Inquiry",Inquiry,1/28/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(not set),(not set),
1/28/2017,Fort Belvoir,1/28/2017,"Web, Inquiry",Inquiry,1/28/2017,,,,,,,,Graduate,Management and Leadership,"Fall II, 2017",(referral),referral,belvoir.army.mil
1/30/2017,Online,1/30/2017,"Web, Inquiry",Inquiry,1/30/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,bing
1/31/2017,Little Rock Metro,1/31/2017,"Web, Inquiry",Inquiry,1/31/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
1/31/2017,Online,1/31/2017,"Web, Inquiry",Inquiry,1/31/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
1/31/2017,Orlando Metro,1/31/2017,"Web, Inquiry",Inquiry,1/31/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
1/31/2017,Online,1/31/2017,"Web, Inquiry",Inquiry,1/31/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,google
1/31/2017,Online,1/31/2017,"Web, Inquiry",Inquiry,1/31/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,google
1/31/2017,Online,1/31/2017,"Web, Inquiry",Inquiry,1/31/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,bing
2/1/2017,Online,2/1/2017,"Web, Inquiry",Inquiry,2/1/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(not%20set),(not%20set),
2/1/2017,Online,2/1/2017,"Web, Inquiry",Inquiry,2/1/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
2/1/2017,Online,2/1/2017,"Web, Inquiry",Inquiry,2/1/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(referral),referral,webster.edu
2/1/2017,Online,2/1/2017,"Web, Inquiry",Inquiry,2/1/2017,,,,,,,,Graduate,Management and Leadership,"Fall II, 2017",(organic),organic,google
2/2/2017,,2/2/2017,Online Event Registration,Inquiry,2/2/2017,,,,,,,,Graduate,Management and Leadership,,,,
2/2/2017,Online,2/2/2017,"Web, Inquiry",Inquiry,2/2/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,google
2/3/2017,Online,2/3/2017,"Web, Inquiry",Inquiry,2/3/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2018",(organic),organic,google
2/3/2017,Ocala Metro,2/3/2017,"Web, Inquiry",Inquiry,2/3/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
2/4/2017,"Geneva, Switzerland",2/4/2017,"Web, Inquiry",Inquiry,2/4/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(referral),referral,webster.ch
2/5/2017,Online,2/5/2017,"Web, Create Account",Inquiry,2/5/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,yahoo
2/6/2017,Ocala Metro,2/6/2017,"Web, Inquiry",Inquiry,2/6/2017,,,,,,,,Graduate,Management and Leadership,"Fall II, 2017",(organic),organic,google
2/6/2017,Online,2/6/2017,"Web, Inquiry",Inquiry,2/6/2017,,,,,,,,Graduate,Management and Leadership,"Fall II, 2018",(organic),organic,google
2/7/2017,Online,2/7/2017,"Web, Inquiry",Inquiry,2/7/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,bing
2/8/2017,Online,2/8/2017,"Web, Inquiry",Inquiry,2/8/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(direct),(none),(direct)
2/10/2017,Westport,2/10/2017,"Web, Inquiry",Inquiry,2/10/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
2/10/2017,Online,2/10/2017,"Web, Inquiry",Inquiry,2/10/2017,,,,,,,,Graduate,Management and Leadership,"Fall II, 2017",(direct),(none),(direct)
2/13/2017,Greenville Metro,2/13/2017,"Web, Inquiry",Inquiry,2/13/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",(organic),organic,google
2/14/2017,Columbia Metro,2/14/2017,"Web, Inquiry",Inquiry,2/14/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2018",,,
2/14/2017,Online,2/14/2017,"Web, Inquiry",Inquiry,2/14/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(direct),(none),(direct)
2/14/2017,Online,2/14/2017,"Web, Inquiry",Inquiry,2/14/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2018",(referral),referral,webster.edu
2/15/2017,Online,2/15/2017,"Web, Inquiry",Inquiry,2/15/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",(organic),organic,google
2/16/2017,Online,2/16/2017,"Web, Inquiry",Inquiry,2/16/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(referral),referral,humana.perkspot.com
2/18/2017,"Geneva, Switzerland",2/18/2017,"Web, Inquiry",Inquiry,2/18/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(referral),referral,webster.ch
2/18/2017,Online,2/18/2017,"Web, Inquiry",Inquiry,2/18/2017,,,,,,,,Graduate,Management and Leadership,"Fall II, 2017",(organic),organic,google
2/19/2017,Myrtle Beach Metro,2/19/2017,"Web, Inquiry",Inquiry,2/19/2017,,,,,,,,Graduate,Management and Leadership,"Spring I, 2018",(organic),organic,bing
6/6/2016,"Geneva, Switzerland",,,Prospect,6/6/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
6/6/2016,"Geneva, Switzerland",,,Prospect,6/6/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
6/6/2016,"Geneva, Switzerland",,,Prospect,6/6/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
6/7/2016,"Leiden, the Netherlands",,,Prospect,6/7/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
6/7/2016,"Leiden, the Netherlands",,,Prospect,6/7/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
6/9/2016,"Geneva, Switzerland",,,Prospect,6/9/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
6/10/2016,Online,,,Prospect,6/10/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
6/13/2016,Memphis Naval Support Activity,,,Prospect,6/13/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
6/15/2016,Greenville Metro,,,Prospect,6/15/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/21/2016,"Leiden, the Netherlands",,,Prospect,7/21/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
7/28/2016,Online,,,Prospect,7/28/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
7/28/2016,Online,,,Prospect,7/28/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
8/9/2016,WingHaven,,,Prospect,8/9/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
8/18/2016,Online,,,Prospect,8/18/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",(organic),organic,google
9/2/2016,Online,,,Prospect,9/2/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
9/7/2016,Memphis Naval Support Activity,,,Prospect,9/7/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2018",,,
9/15/2016,"Geneva, Switzerland",,,Prospect,9/15/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2018",,,
9/19/2016,"Geneva, Switzerland",,,Prospect,9/19/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2018",,,
9/19/2016,"Geneva, Switzerland",,,Prospect,9/19/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/19/2016,"Geneva, Switzerland",,,Prospect,9/19/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/18/2016,Greenville Metro,,,Prospect,10/18/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/18/2016,Greenville Metro,,,Prospect,10/18/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/19/2016,St. Louis Home Campus,,,Prospect,10/19/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/2/2016,Online,,,Prospect,11/2/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/2/2016,Online,,,Prospect,11/2/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/17/2016,Melbourne,,,Prospect,11/17/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/10/2017,Myrtle Beach Metro,,,Prospect,1/10/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/26/2017,Ocala Metro,,,Prospect,1/26/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",,,
2/9/2017,Luke AFB,,,Prospect,2/9/2017,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",,,
2/13/2017,"Leiden, the Netherlands",,,Prospect,2/13/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
6/7/2016,Greenville Metro,,,Prospect,6/7/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2016",,,
6/13/2016,"Geneva, Switzerland",,,Prospect,6/13/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
7/14/2016,"Geneva, Switzerland",,,Prospect,7/14/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
9/1/2016,Online,,,Prospect,9/1/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
9/7/2016,"Geneva, Switzerland",,,Prospect,9/7/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
9/7/2016,"Geneva, Switzerland",,,Prospect,9/7/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
9/7/2016,"Geneva, Switzerland",,,Prospect,9/7/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
9/7/2016,"Geneva, Switzerland",,,Prospect,9/7/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
9/12/2016,"Geneva, Switzerland",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
9/12/2016,"Geneva, Switzerland",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
9/12/2016,"Geneva, Switzerland",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
9/12/2016,"Geneva, Switzerland",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
9/12/2016,"Geneva, Switzerland",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
9/12/2016,"Geneva, Switzerland",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
9/12/2016,"Geneva, Switzerland",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2018",,,
9/12/2016,"Geneva, Switzerland",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
9/12/2016,"Geneva, Switzerland",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
9/12/2016,"Geneva, Switzerland",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2018",,,
9/12/2016,"Geneva, Switzerland",,,Prospect,9/12/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
9/19/2016,Denver Metro,,,Prospect,9/19/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",,,
9/19/2016,Denver Metro,,,Prospect,9/19/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/23/2016,Tinker AFB,,,Prospect,9/23/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
9/26/2016,"Geneva, Switzerland",,,Prospect,9/26/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
9/26/2016,"Geneva, Switzerland",,,Prospect,9/26/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/3/2016,Greenville Metro,,,Prospect,10/3/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/6/2016,Online,,,Prospect,10/6/2016,,,,,,,,Graduate,Management and Leadership,"Fall II, 2016",,,
11/14/2016,Memphis Naval Support Activity,,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/16/2016,Myrtle Beach Metro,,,Prospect,11/16/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/16/2016,Myrtle Beach Metro,,,Prospect,11/16/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2019",,,
11/16/2016,Myrtle Beach Metro,,,Prospect,11/16/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/21/2016,"Leiden, the Netherlands",,,Prospect,11/21/2016,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
11/29/2016,"Leiden, the Netherlands",,,Prospect,11/29/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/29/2016,Gateway - Downtown St. Louis,,,Prospect,11/29/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
12/2/2016,Online,,,Prospect,12/2/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",,,
1/20/2017,Columbia Metro,,,Prospect,1/24/2017,,,,,,,,Graduate,Management and Leadership,"Fall I, 2017",,,
1/31/2017,Jacksonville Naval Air Station,,,Prospect,1/31/2017,,,,,,,,Graduate,Management and Leadership,"Spring II, 2017",,,
7/6/2016,Orlando Metro,,,Prospect,7/6/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(not set),(not set),
8/17/2016,"Leiden, the Netherlands",,,Prospect,8/17/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
8/17/2016,"Leiden, the Netherlands",,,Prospect,8/17/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
8/17/2016,"Leiden, the Netherlands",,,Prospect,8/17/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
8/17/2016,"Leiden, the Netherlands",,,Prospect,8/17/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
8/17/2016,"Leiden, the Netherlands",,,Prospect,8/17/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
8/31/2016,Online,,,Prospect,8/31/2016,,,,,,,,Graduate,Management and Leadership,"Summer, 2017",(organic),organic,google
9/6/2016,Online,,,Prospect,9/6/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",(not set),(not set),
10/14/2016,"Leiden, the Netherlands",,,Prospect,10/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
10/14/2016,"Leiden, the Netherlands",,,Prospect,10/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
11/14/2016,"Leiden, the Netherlands",,,Prospect,11/14/2016,,,,,,,,Graduate,Management and Leadership,"Spring I, 2017",,,
